ID,Expression,Answer
1572,527+605,1132
1573,337+451,788
1574,393+442,835
1575,44+324,368
1576,9+279,288
1577,490+485,975
1578,186+408,594
1579,371+263,634
1580,768+74,842
1581,31+973,1004
1582,604+573,1177
1583,536+336,872
1584,332+840,1172
1585,366+487,853
1586,904+836,1740
1587,279+165,444
1588,975+146,1121
1589,519+236,755
1590,784+860,1644
1591,674+764,1438
1592,512+328,840
1593,13+933,946
1594,540+860,1400
1595,367+388,755
1596,319+600,919
1597,340+984,1324
1598,402+706,1108
1599,292+198,490
1600,465+599,1064
1601,709+891,1600
1602,613+532,1145
1603,472+467,939
1604,34+745,779
1605,979+454,1433
1606,347+633,980
1607,456+8,464
1608,642+763,1405
1609,274+961,1235
1610,407+845,1252
1611,741+816,1557
1612,612+474,1086
1613,632+735,1367
1614,838+489,1327
1615,777+114,891
1616,299+34,333
1617,454+348,802
1618,779+836,1615
1619,330+470,800
1620,854+111,965
1621,600+34,634
1622,9+528,537
1623,967+249,1216
1624,659+639,1298
1625,671+296,967
1626,581+444,1025
1627,363+142,505
1628,264+406,670
1629,101+569,670
1630,459+530,989
1631,276+103,379
1632,86+860,946
1633,123+714,837
1634,875+149,1024
1635,927+111,1038
1636,133+174,307
1637,158+410,568
1638,142+245,387
1639,375+229,604
1640,105+628,733
1641,608+120,728
1642,161+213,374
1643,549+914,1463
1644,422+118,540
1645,31+223,254
1646,564+908,1472
1647,69+781,850
1648,510+448,958
1649,335+969,1304
1650,389+327,716
1651,441+594,1035
1652,249+204,453
1653,866+459,1325
1654,445+246,691
1655,966+721,1687
1656,955+185,1140
1657,32+886,918
1658,832+897,1729
1659,277+768,1045
1660,41+886,927
1661,986+303,1289
1662,363+52,415
1663,507+908,1415
1664,499+577,1076
1665,905+44,949
1666,382+776,1158
1667,646+322,968
1668,523+952,1475
1669,862+984,1846
1670,67+603,670
1671,970+907,1877
1672,608+357,965
1673,47+275,322
1674,744+730,1474
1675,231+559,790
1676,738+25,763
1677,238+349,587
1678,926+9,935
1679,82+309,391
1680,940+468,1408
1681,177+362,539
1682,636+524,1160
1683,206+30,236
1684,691+948,1639
1685,759+211,970
1686,4+85,89
1687,756+606,1362
1688,518+671,1189
1689,511+321,832
1690,60+915,975
1691,606+155,761
1692,672+172,844
1693,930+843,1773
1694,116+449,565
1695,80+560,640
1696,786+768,1554
1697,407+476,883
1698,619+890,1509
1699,59+224,283
1700,105+490,595
1701,4+170,174
1702,453+238,691
1703,429+613,1042
1704,766+602,1368
1705,793+381,1174
1706,590+10,600
1707,908+448,1356
1708,115+270,385
1709,32+995,1027
1710,651+578,1229
1711,432+885,1317
1712,414+691,1105
1713,706+92,798
1714,223+491,714
1715,548+949,1497
1716,926+531,1457
1717,320+142,462
1718,601+762,1363
1719,623+778,1401
1720,900+734,1634
1721,794+661,1455
1722,806+851,1657
1723,622+430,1052
1724,642+340,982
1725,36+895,931
1726,533+86,619
1727,197+969,1166
1728,798+179,977
1729,425+334,759
1730,872+802,1674
1731,246+125,371
1732,948+373,1321
1733,62+649,711
1734,878+331,1209
1735,671+845,1516
1736,670+295,965
1737,773+590,1363
1738,169+353,522
1739,959+110,1069
1740,550+279,829
1741,180+816,996
1742,303+317,620
1743,503+345,848
1744,15+888,903
1745,692+915,1607
1746,584+574,1158
1747,981+111,1092
1748,844+259,1103
1749,769+791,1560
1750,200+379,579
1751,390+928,1318
1752,966+379,1345
1753,19+987,1006
1754,766+655,1421
1755,456+279,735
1756,740+547,1287
1757,809+800,1609
1758,671+248,919
1759,935+295,1230
1760,910+416,1326
1761,465+363,828
1762,636+939,1575
1763,39+647,686
1764,213+590,803
1765,699+946,1645
1766,505+402,907
1767,826+686,1512
1768,954+169,1123
1769,647+834,1481
1770,643+328,971
1771,725+478,1203
1772,517+28,545
1773,420+147,567
1774,739+814,1553
1775,806+676,1482
1776,165+5,170
1777,768+761,1529
1778,515+627,1142
1779,427+948,1375
1780,349+930,1279
1781,495+422,917
1782,552+112,664
1783,335+420,755
1784,362+397,759
1785,590+500,1090
1786,870+250,1120
1787,782+326,1108
1788,41+64,105
1789,678+752,1430
1790,868+280,1148
1791,193+681,874
1792,388+277,665
1793,362+841,1203
1794,16+239,255
1795,780+121,901
1796,31+781,812
1797,744+228,972
1798,545+175,720
1799,713+571,1284
1800,794+63,857
1801,435+558,993
1802,79+19,98
1803,908+428,1336
1804,959+415,1374
1805,966+86,1052
1806,759+82,841
1807,23+587,610
1808,360+5,365
1809,939+731,1670
1810,323+369,692
1811,108+263,371
1812,429+951,1380
1813,891+23,914
1814,485+627,1112
1815,290+18,308
1816,734+382,1116
1817,136+313,449
1818,474+81,555
1819,540+783,1323
1820,492+572,1064
1821,645+78,723
1822,82+977,1059
1823,288+111,399
1824,435+492,927
1825,434+31,465
1826,575+406,981
1827,851+492,1343
1828,924+856,1780
1829,265+677,942
1830,323+352,675
1831,523+185,708
1832,706+46,752
1833,433+329,762
1834,289+63,352
1835,41+176,217
1836,433+651,1084
1837,168+202,370
1838,930+374,1304
1839,107+8,115
1840,848+912,1760
1841,805+841,1646
1842,512+95,607
1843,97+684,781
1844,813+492,1305
1845,677+822,1499
1846,864+179,1043
1847,201+180,381
1848,357+954,1311
1849,738+209,947
1850,949+435,1384
1851,777+168,945
1852,718+325,1043
1853,529+331,860
1854,871+608,1479
1855,578+529,1107
1856,89+956,1045
1857,964+808,1772
1858,650+743,1393
1859,210+297,507
1860,309+303,612
1861,395+458,853
1862,12+294,306
1863,450+186,636
1864,935+197,1132
1865,956+379,1335
1866,450+336,786
1867,896+941,1837
1868,425+605,1030
1869,240+869,1109
1870,191+99,290
1871,242+40,282
1872,138+833,971
1873,374+437,811
1874,396+551,947
1875,394+273,667
1876,35+433,468
1877,162+133,295
1878,297+991,1288
1879,573+550,1123
1880,158+99,257
1881,26+851,877
1882,836+430,1266
1883,701+635,1336
1884,440+158,598
1885,9+396,405
1886,228+498,726
1887,206+497,703
1888,530+819,1349
1889,891+496,1387
1890,7+303,310
1891,227+268,495
1892,736+308,1044
1893,561+472,1033
1894,917+265,1182
1895,577+31,608
1896,306+200,506
1897,127+578,705
1898,876+271,1147
1899,287+332,619
1900,421+259,680
1901,801+97,898
1902,192+181,373
1903,874+255,1129
1904,477+839,1316
1905,387+222,609
1906,168+828,996
1907,390+743,1133
1908,137+974,1111
1909,48+753,801
1910,569+115,684
1911,619+940,1559
1912,404+842,1246
1913,738+444,1182
1914,95+434,529
1915,312+31,343
1916,820+218,1038
1917,946+715,1661
1918,783+111,894
1919,187+991,1178
1920,541+22,563
1921,97+990,1087
1922,118+296,414
1923,127+461,588
1924,581+545,1126
1925,735+290,1025
1926,246+221,467
1927,684+51,735
1928,480+823,1303
1929,230+972,1202
1930,806+126,932
1931,665+859,1524
1932,847+720,1567
1933,984+750,1734
1934,638+388,1026
1935,597+58,655
1936,298+690,988
1937,447+962,1409
1938,501+659,1160
1939,384+234,618
1940,916+537,1453
1941,141+122,263
1942,213+718,931
1943,402+673,1075
1944,342+447,789
1945,90+9,99
1946,570+61,631
1947,557+682,1239
1948,907+692,1599
1949,313+575,888
1950,459+228,687
1951,869+663,1532
1952,259+106,365
1953,432+628,1060
1954,579+572,1151
1955,541+356,897
1956,134+219,353
1957,42+724,766
1958,619+181,800
1959,272+158,430
1960,470+633,1103
1961,24+660,684
1962,129+102,231
1963,841+263,1104
1964,911+99,1010
1965,984+913,1897
1966,103+9,112
1967,825+351,1176
1968,244+157,401
1969,183+467,650
1970,778+906,1684
1971,243+707,950
1972,939+360,1299
1973,576+187,763
1974,867+705,1572
1975,665+542,1207
1976,276+720,996
1977,778+45,823
1978,378+173,551
1979,579+320,899
1980,108+467,575
1981,143+569,712
1982,709+562,1271
1983,473+543,1016
1984,590+566,1156
1985,211+418,629
1986,305+279,584
1987,177+518,695
1988,192+122,314
1989,986+749,1735
1990,2+952,954
1991,426+55,481
1992,846+782,1628
1993,336+224,560
1994,446+337,783
1995,293+34,327
1996,785+969,1754
1997,387+562,949
1998,450+82,532
1999,240+322,562
2000,411+977,1388
2001,641+60,701
2002,788+917,1705
2003,344+280,624
2004,1+78,79
2005,572+625,1197
2006,243+896,1139
2007,745+367,1112
2008,621+347,968
2009,55+263,318
2010,567+311,878
2011,479+68,547
2012,873+505,1378
2013,867+342,1209
2014,635+166,801
2015,884+722,1606
2016,920+893,1813
2017,282+807,1089
2018,280+136,416
2019,442+913,1355
2020,853+409,1262
2021,845+914,1759
2022,860+84,944
2023,277+983,1260
2024,882+97,979
2025,23+745,768
2026,430+714,1144
2027,891+757,1648
2028,418+245,663
2029,842+748,1590
2030,341+513,854
2031,99+48,147
2032,428+98,526
2033,673+280,953
2034,999+847,1846
2035,317+426,743
2036,901+274,1175
2037,947+535,1482
2038,77+330,407
2039,158+308,466
2040,733+199,932
2041,427+351,778
2042,993+166,1159
2043,204+574,778
2044,206+377,583
2045,157+40,197
2046,629+216,845
2047,177+478,655
2048,485+278,763
2049,257+882,1139
2050,889+59,948
2051,134+648,782
2052,861+861,1722
2053,940+920,1860
2054,623+484,1107
2055,129+403,532
2056,279+36,315
2057,261+465,726
2058,301+650,951
2059,349+338,687
2060,934+162,1096
2061,278+471,749
2062,999+163,1162
2063,385+558,943
2064,72+457,529
2065,395+994,1389
2066,575+163,738
2067,569+635,1204
2068,869+200,1069
2069,182+419,601
2070,68+747,815
2071,911+497,1408
2072,654+361,1015
2073,946+889,1835
2074,515+872,1387
2075,45+383,428
2076,381+95,476
2077,789+343,1132
2078,24+187,211
2079,828+745,1573
2080,467+638,1105
2081,636+505,1141
2082,763+17,780
2083,793+966,1759
2084,541+14,555
2085,805+527,1332
2086,78+432,510
2087,63+262,325
2088,598+890,1488
2089,990+343,1333
2090,348+565,913
2091,726+131,857
2092,379+53,432
2093,690+840,1530
2094,598+129,727
2095,441+136,577
2096,659+657,1316
2097,374+215,589
2098,106+781,887
2099,226+75,301
2100,838+32,870
2101,548+379,927
2102,488+867,1355
2103,750+135,885
2104,543+6,549
2105,119+482,601
2106,394+449,843
2107,505+438,943
2108,164+230,394
2109,141+710,851
2110,816+851,1667
2111,646+454,1100
2112,281+925,1206
2113,314+716,1030
2114,393+77,470
2115,109+940,1049
2116,941+393,1334
2117,814+628,1442
2118,279+176,455
2119,806+521,1327
2120,481+221,702
2121,820+655,1475
2122,409+306,715
2123,485+996,1481
2124,129+109,238
2125,20+564,584
2126,574+184,758
2127,612+296,908
2128,905+860,1765
2129,624+501,1125
2130,179+89,268
2131,823+728,1551
2132,885+444,1329
2133,552+83,635
2134,579+485,1064
2135,191+446,637
2136,742+584,1326
2137,193+434,627
2138,852+601,1453
2139,608+704,1312
2140,114+989,1103
2141,986+558,1544
2142,93+441,534
2143,217+712,929
2144,988+913,1901
2145,777+23,800
2146,867+37,904
2147,526+977,1503
2148,836+546,1382
2149,825+52,877
2150,378+660,1038
2151,350+97,447
2152,485+107,592
2153,457+403,860
2154,668+664,1332
2155,680+820,1500
2156,457+854,1311
2157,51+387,438
2158,343+980,1323
2159,36+140,176
2160,517+671,1188
2161,47+232,279
2162,30+708,738
2163,400+469,869
2164,697+31,728
2165,472+45,517
2166,561+296,857
2167,510+98,608
2168,128+688,816
2169,896+461,1357
2170,180+644,824
2171,964+666,1630
2172,31+48,79
2173,597+415,1012
2174,193+683,876
2175,37+903,940
2176,19+946,965
2177,817+383,1200
2178,144+576,720
2179,829+934,1763
2180,118+46,164
2181,982+976,1958
2182,334+455,789
2183,229+849,1078
2184,478+168,646
2185,230+935,1165
2186,237+774,1011
2187,585+653,1238
2188,903+173,1076
2189,998+438,1436
2190,71+586,657
2191,463+402,865
2192,208+892,1100
2193,51+551,602
2194,200+89,289
2195,238+875,1113
2196,720+311,1031
2197,941+172,1113
2198,420+643,1063
2199,75+808,883
2200,318+291,609
2201,403+487,890
2202,514+968,1482
2203,9+442,451
2204,651+373,1024
2205,315+550,865
2206,535+707,1242
2207,512+643,1155
2208,160+34,194
2209,183+939,1122
2210,838+459,1297
2211,859+704,1563
2212,390+599,989
2213,99+165,264
2214,78+994,1072
2215,9+787,796
2216,841+673,1514
2217,577+270,847
2218,487+192,679
2219,107+90,197
2220,944+558,1502
2221,695+211,906
2222,67+421,488
2223,447+761,1208
2224,707+606,1313
2225,463+318,781
2226,91+93,184
2227,954+308,1262
2228,376+198,574
2229,25+545,570
2230,149+422,571
2231,68+359,427
2232,992+386,1378
2233,620+408,1028
2234,371+426,797
2235,650+327,977
2236,209+759,968
2237,941+529,1470
2238,632+12,644
2239,888+411,1299
2240,163+225,388
2241,782+595,1377
2242,758+839,1597
2243,74+743,817
2244,206+123,329
2245,834+501,1335
2246,589+466,1055
2247,10+440,450
2248,860+369,1229
2249,7+687,694
2250,736+122,858
2251,961+50,1011
2252,73+643,716
2253,383+201,584
2254,156+359,515
2255,873+922,1795
2256,495+142,637
2257,704+849,1553
2258,752+406,1158
2259,670+192,862
2260,966+984,1950
2261,291+608,899
2262,693+223,916
2263,959+763,1722
2264,783+371,1154
2265,41+532,573
2266,254+357,611
2267,865+164,1029
2268,249+828,1077
2269,696+706,1402
2270,566+261,827
2271,947+528,1475
2272,95+13,108
2273,221+844,1065
2274,332+223,555
2275,31+308,339
2276,586+890,1476
2277,903+197,1100
2278,616+676,1292
2279,101+56,157
2280,519+572,1091
2281,151+770,921
2282,25+567,592
2283,368+994,1362
2284,285+591,876
2285,58+421,479
2286,680+296,976
2287,925+633,1558
2288,637+720,1357
2289,879+408,1287
2290,355+950,1305
2291,551+688,1239
2292,474+610,1084
2293,117+290,407
2294,789+983,1772
2295,406+243,649
2296,373+494,867
2297,573+460,1033
2298,133+470,603
2299,566+361,927
2300,914+713,1627
2301,15+815,830
2302,815+136,951
2303,831+41,872
2304,792+445,1237
2305,899+999,1898
2306,164+667,831
2307,312+610,922
2308,335+447,782
2309,793+797,1590
2310,428+66,494
2311,675+617,1292
2312,586+814,1400
2313,948+363,1311
2314,626+450,1076
2315,818+303,1121
2316,261+456,717
2317,725+658,1383
2318,204+1,205
2319,613+42,655
2320,225+522,747
2321,828+199,1027
2322,383+223,606
2323,852+438,1290
2324,265+554,819
2325,77+742,819
2326,786+200,986
2327,147+867,1014
2328,349+847,1196
2329,542+579,1121
2330,996+131,1127
2331,488+434,922
2332,51+66,117
2333,639+966,1605
2334,802+154,956
2335,502+878,1380
2336,76+525,601
2337,711+316,1027
2338,905+81,986
2339,65+565,630
2340,279+393,672
2341,180+119,299
2342,212+82,294
2343,339+470,809
2344,162+136,298
2345,177+267,444
2346,565+980,1545
2347,740+707,1447
2348,419+723,1142
2349,905+976,1881
2350,49+185,234
2351,389+899,1288
2352,686+82,768
2353,607+678,1285
2354,566+276,842
2355,638+840,1478
2356,919+904,1823
2357,585+525,1110
2358,12+391,403
2359,39+357,396
2360,983+940,1923
2361,955+859,1814
2362,198+872,1070
2363,648+675,1323
2364,780+19,799
2365,824+435,1259
2366,769+921,1690
2367,332+91,423
2368,975+363,1338
2369,903+907,1810
2370,313+281,594
2371,645+779,1424
2372,46+291,337
2373,285+422,707
2374,246+180,426
2375,986+881,1867
2376,459+933,1392
2377,352+642,994
2378,787+888,1675
2379,762+370,1132
2380,151+996,1147
2381,121+835,956
2382,339+725,1064
2383,140+69,209
2384,173+901,1074
2385,207+833,1040
2386,299+343,642
2387,668+480,1148
2388,541+77,618
2389,335+299,634
2390,535+396,931
2391,88+379,467
2392,354+771,1125
2393,532+894,1426
2394,276+421,697
2395,915+164,1079
2396,354+906,1260
2397,737+144,881
2398,109+608,717
2399,873+518,1391
2400,516+400,916
2401,645+146,791
2402,757+612,1369
2403,128+924,1052
2404,826+242,1068
2405,506+947,1453
2406,328+523,851
2407,294+711,1005
2408,535+517,1052
2409,513+164,677
2410,908+82,990
2411,298+35,333
2412,252+47,299
2413,545+448,993
2414,300+348,648
2415,521+716,1237
2416,379+402,781
2417,260+488,748
2418,535+135,670
2419,303+719,1022
2420,112+306,418
2421,342+763,1105
2422,487+684,1171
2423,794+643,1437
2424,181+14,195
2425,531+816,1347
2426,130+619,749
2427,675+606,1281
2428,443+835,1278
2429,697+211,908
2430,309+593,902
2431,729+973,1702
2432,605+829,1434
2433,280+919,1199
2434,878+524,1402
2435,455+76,531
2436,515+662,1177
2437,980+828,1808
2438,459+287,746
2439,614+461,1075
2440,319+284,603
2441,489+180,669
2442,280+852,1132
2443,941+678,1619
2444,55+537,592
2445,400+828,1228
2446,416+246,662
2447,834+674,1508
2448,177+949,1126
2449,239+807,1046
2450,352+701,1053
2451,409+857,1266
2452,507+337,844
2453,486+360,846
2454,670+10,680
2455,400+694,1094
2456,228+862,1090
2457,48+420,468
2458,58+884,942
2459,24+824,848
2460,45+767,812
2461,817+364,1181
2462,764+788,1552
2463,224+614,838
2464,849+953,1802
2465,146+144,290
2466,498+795,1293
2467,107+439,546
2468,940+254,1194
2469,625+32,657
2470,654+928,1582
2471,837+43,880
2472,501+863,1364
2473,893+382,1275
2474,296+895,1191
2475,456+314,770
2476,852+665,1517
2477,676+365,1041
2478,881+335,1216
2479,561+647,1208
2480,494+775,1269
2481,715+142,857
2482,569+85,654
2483,891+238,1129
2484,727+147,874
2485,116+243,359
2486,255+923,1178
2487,984+906,1890
2488,133+618,751
2489,689+906,1595
2490,89+293,382
2491,878+95,973
2492,457+366,823
2493,742+879,1621
2494,69+29,98
2495,399+875,1274
2496,667+458,1125
2497,700+744,1444
2498,835+527,1362
2499,272+91,363
2500,911+734,1645
2501,718+128,846
2502,384+945,1329
2503,137+512,649
2504,101+645,746
2505,978+15,993
2506,344+138,482
2507,928+817,1745
2508,902+59,961
2509,961+42,1003
2510,790+87,877
2511,541+175,716
2512,26+750,776
2513,101+665,766
2514,987+790,1777
2515,483+762,1245
2516,886+65,951
2517,89+247,336
2518,852+928,1780
2519,283+535,818
2520,434+704,1138
2521,649+977,1626
2522,589+926,1515
2523,75+926,1001
2524,458+410,868
2525,863+536,1399
2526,327+68,395
2527,229+48,277
2528,407+534,941
2529,20+230,250
2530,287+352,639
2531,567+250,817
2532,753+467,1220
2533,809+927,1736
2534,633+231,864
2535,21+82,103
2536,34+953,987
2537,594+637,1231
2538,62+370,432
2539,691+503,1194
2540,432+97,529
2541,487+311,798
2542,692+39,731
2543,561+150,711
2544,517+474,991
2545,758+83,841
2546,576+324,900
2547,256+592,848
2548,624+862,1486
2549,703+229,932
2550,70+363,433
2551,431+277,708
2552,714+287,1001
2553,786+960,1746
2554,714+433,1147
2555,811+809,1620
2556,539+150,689
2557,127+461,588
2558,65+468,533
2559,46+622,668
2560,410+673,1083
2561,519+392,911
2562,687+199,886
2563,385+944,1329
2564,573+371,944
2565,927+125,1052
2566,238+542,780
2567,795+207,1002
2568,112+800,912
2569,397+691,1088
2570,683+600,1283
2571,668+16,684
2572,173+423,596
2573,676+552,1228
2574,226+764,990
2575,510+341,851
2576,120+935,1055
2577,747+446,1193
2578,509+87,596
2579,54+436,490
2580,14+841,855
2581,75+188,263
2582,300+323,623
2583,539+977,1516
2584,657+74,731
2585,185+339,524
2586,981+439,1420
2587,880+481,1361
2588,796+548,1344
2589,652+685,1337
2590,281+391,672
2591,261+35,296
2592,173+339,512
2593,296+22,318
2594,583+501,1084
2595,553+869,1422
2596,575+85,660
2597,696+407,1103
2598,290+913,1203
2599,568+830,1398
2600,436+738,1174
2601,969+710,1679
2602,620+8,628
2603,379+436,815
2604,999+889,1888
2605,725+722,1447
2606,189+352,541
2607,904+561,1465
2608,137+619,756
2609,655+863,1518
2610,479+549,1028
2611,787+854,1641
2612,275+737,1012
2613,33+996,1029
2614,433+341,774
2615,450+516,966
2616,61+631,692
2617,331+15,346
2618,635+539,1174
2619,389+470,859
2620,581+279,860
2621,978+616,1594
2622,310+721,1031
2623,831+670,1501
2624,391+906,1297
2625,464+465,929
2626,34+712,746
2627,119+180,299
2628,70+653,723
2629,56+132,188
2630,268+796,1064
2631,422+812,1234
2632,172+140,312
2633,519+925,1444
2634,755+489,1244
2635,368+913,1281
2636,763+865,1628
2637,211+354,565
2638,274+729,1003
2639,499+881,1380
2640,31+998,1029
2641,448+254,702
2642,829+789,1618
2643,819+387,1206
2644,981+68,1049
2645,228+281,509
2646,164+160,324
2647,993+722,1715
2648,686+545,1231
2649,466+152,618
2650,493+605,1098
2651,754+161,915
2652,171+572,743
2653,203+344,547
2654,249+758,1007
2655,440+494,934
2656,160+824,984
2657,884+352,1236
2658,404+405,809
2659,2+273,275
2660,708+693,1401
2661,817+927,1744
2662,120+71,191
2663,433+584,1017
2664,423+534,957
2665,17+842,859
2666,870+477,1347
2667,447+631,1078
2668,553+298,851
2669,627+617,1244
